Thu Feb 13 16:29:42 EST 2014
0.0823723,0.0568828,0.0439947,0.0203376,0.0142126,0.00615764,0.00197208,0.00070006,0.000217819,3e-05,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0823723,0.0568828,0.0439947,0.0203376,0.0142126,0.00615764,0.00197208,0.00070006,0.000217819,3e-05,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.316456,0.220264,0.220751,0.145138,0.112108,0.0968054,0.0573723,0.0278784,0.0161316,0.00761035,0.0040458,0.00105243,0.000240741,5.4e-05,4e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.212025,0.138767,0.149007,0.0936139,0.073991,0.0638916,0.0393001,0.0190967,0.0113728,0.00483257,0.00252862,0.000678819,0.000157685,3.6e-05,3e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.546448,0.483092,0.408163,0.362319,0.406504,0.295858,0.277778,0.195312,0.15015,0.104822,0.0922509,0.0490918,0.0277546,0.0137608,0.00721657,0.0022041,0.000585727,0.000144366,1.9e-05,3e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.307832,0.244767,0.220408,0.193237,0.228997,0.16075,0.146296,0.0983073,0.0760761,0.0541579,0.0504305,0.0253641,0.0142474,0.00715564,0.00377667,0.00108736,0.000312388,7.36264e-05,1.06667e-05,2e-06,3.33333e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.689655,0.757576,0.666667,0.564972,0.518135,0.543478,0.52356,0.440529,0.393701,0.350877,0.346021,0.236967,0.194932,0.146413,0.116144,0.0829187,0.0506586,0.0253936,0.0118821,0.0060241,0.00176585,0.00054285,8.9e-05,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,
0.284483,0.320076,0.291667,0.237288,0.222798,0.228261,0.244764,0.186123,0.169291,0.157895,0.148789,0.096564,0.088694,0.0647877,0.0490708,0.0362769,0.0233029,0.0112367,0.0050202,0.00274096,0.000750486,0.000242925,4.05e-05,6.5e-06,0,0,0,0,0,0,0,0,0,0,0,
0.0888889,0.0550964,0.0342231,0.0231911,0.0149611,0.00616523,0.00252793,0.000769539,0.000171324,3.2e-05,5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0888889,0.0550964,0.0342231,0.0231911,0.0149611,0.00616523,0.00252793,0.000769539,0.000171324,3.2e-05,5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
