Wed Feb 12 21:01:46 EST 2014
0.0536769,0.0308452,0.0186776,0.00917095,0.00419234,0.00126544,0.000405352,8.7e-05,1.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.243902,0.236407,0.21645,0.159236,0.104384,0.0890472,0.0586166,0.0326797,0.0190767,0.00979528,0.00372162,0.00101593,0.000251441,4.6e-05,4e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.540541,0.434783,0.460829,0.377358,0.396825,0.330033,0.257732,0.215517,0.146199,0.112233,0.0868056,0.0578369,0.0382117,0.018622,0.00920302,0.00341006,0.000754404,0.000224802,3.8e-05,5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.769231,0.729927,0.645161,0.591716,0.584795,0.534759,0.526316,0.446429,0.395257,0.367647,0.299401,0.240385,0.241546,0.165289,0.118765,0.0840336,0.0532198,0.0245942,0.0156421,0.00719787,0.00183204,0.000523645,9.4e-05,1e-05,1e-06,0,0,0,0,0,0,0,0,0,0,
0.0455996,0.0290192,0.0168322,0.00864528,0.00341565,0.0013706,0.000447716,8.7e-05,1e-05,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.192308,0.116822,0.0669792,0.045683,0.0242131,0.010812,0.0041061,0.00137701,0.000392816,9.3e-05,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.4,0.316456,0.23753,0.158479,0.162075,0.114286,0.0634921,0.0418585,0.0216873,0.00839842,0.00475556,0.00127755,0.000328113,4.6e-05,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.598802,0.529101,0.465116,0.404858,0.429185,0.304878,0.260417,0.198413,0.150602,0.1321,0.0765697,0.0449843,0.0280426,0.0137969,0.00530363,0.00182835,0.000474275,0.000111278,1.3e-05,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0559597,0.028401,0.0159109,0.00929195,0.0031503,0.0013077,0.000518683,8.7e-05,1.2e-05,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.160256,0.127226,0.0800641,0.0467508,0.0238436,0.0106078,0.00467443,0.00137231,0.000393674,6.3e-05,8e-06,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.31746,0.311526,0.278552,0.204499,0.159744,0.0819001,0.0648508,0.0374392,0.026441,0.00815129,0.0029529,0.00071288,0.000120615,1.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.438596,0.384615,0.377358,0.26178,0.219298,0.15015,0.0967118,0.059988,0.0316656,0.0191388,0.0073078,0.00217099,0.000507663,9.7e-05,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
